"","fragment.ID.full","individual.ID","temp.Cat","treatment","Temp.C","umol.cm2.hr","rate.type","light_dark","fragment.ID","genotype","log.rate","K","fitted","residuals"
"355","M603a_2901","M603a",29,"T3",28.32433384,1.130077712,"GP","light","M603a","M6",0.756158463562833,301.47433384,0.663498348907185,0.0926601146556481
"356","M603a_3003","M603a",30,"T3",29.2507284,1.037783984,"GP","light","M603a","M6",0.711862935070886,302.4007284,0.680488811407507,0.0313741236633783
"357","M603a_3105","M603a",31,"T3",30.06730616,1.064479242,"GP","light","M603a","M6",0.724878011558656,303.21730616,0.692164137015815,0.0327138745428408
"358","M603a_3206","M603a",32,"T3",31.28828068,0.577729589,"GP","light","M603a","M6",0.455986844621475,304.43828068,0.681928242343256,-0.225941397721781
"359","M603a_3302","M603a",33,"T3",32.52109016,0.70286304,"GP","light","M603a","M6",0.532310975663142,305.67109016,0.499931219197092,0.0323797564660506
"360","M603a_3403","M603a",34,"T3",33.21544359,0.256414411,"GP","light","M603a","M6",0.228261958689799,306.36544359,0.161990774518307,0.0662711841714919
"361","M603b_2706","M603b",27,"T3",26.37612772,0.696666052,"GP","light","M603b","M6",0.528665179615278,299.52612772,0.625094422530952,-0.0964292429156747
"362","M603b_2801","M603b",28,"T3",27.06528221,0.840795977,"GP","light","M603b","M6",0.610198074273789,300.21528221,0.638830671825205,-0.0286325975514162
"363","M603b_2903","M603b",29,"T3",28.45515226,0.9156267,"GP","light","M603b","M6",0.650044827580871,301.60515226,0.665995948676728,-0.0159511210958574
"364","M603b_3004","M603b",30,"T3",29.28526478,0.596668734,"GP","light","M603b","M6",0.467919417534669,302.43526478,0.68107482705599,-0.21315540952132
"365","M603b_3106","M603b",31,"T3",29.94601464,0.763984401,"GP","light","M603b","M6",0.567575114574979,303.09601464,0.690830334529738,-0.123255219954759
"366","M603b_3202","M603b",32,"T3",31.32580887,1.11410967,"GP","light","M603b","M6",0.748633764058912,304.47580887,0.680288582615019,0.0683451814438927
"367","M603b_3303","M603b",33,"T3",32.51138627,0.744904933,"GP","light","M603b","M6",0.55670007451416,305.66138627,0.503007996436334,0.0536920780778255
"368","M603b_3405","M603b",34,"T3",33.07398551,0.243028035,"GP","light","M603b","M6",0.217550366578333,306.22398551,0.251741418819249,-0.0341910522409163
"369","M603c_2706","M603c",27,"T3",26.30522994,0.757758871,"GP","light","M603c","M6",0.564039628877174,299.45522994,0.623676017918755,-0.0596363890415814
"370","M603c_2802","M603c",28,"T3",27.13817963,0.944667494,"GP","light","M603c","M6",0.665091008214422,300.28817963,0.640277291098746,0.0248137171156764
"371","M603c_2903","M603c",29,"T3",28.41650127,0.998754359,"GP","light","M603c","M6",0.692524166026688,301.56650127,0.665260167961054,0.027263998065634
"372","M603c_3005","M603c",30,"T3",29.15952226,0.553893932,"GP","light","M603c","M6",0.440763994789734,302.30952226,0.678917583103158,-0.238153588313423
"373","M603c_3101","M603c",31,"T3",30.39490647,1.088323282,"GP","light","M603c","M6",0.736361486579752,303.54490647,0.69454532897791,0.041816157601842
"374","M603c_3202","M603c",32,"T3",31.37259641,1.062380635,"GP","light","M603c","M6",0.723860963612544,304.52259641,0.678052191477553,0.0458087721349915
"375","M603c_3304","M603c",33,"T3",32.4310354,0.691953238,"GP","light","M603c","M6",0.52588362368628,305.5810354,0.527048494175795,-0.00116487048951519
"376","M603c_3405","M603c",34,"T3",33.12131622,0.218365571,"GP","light","M603c","M6",0.197510264648677,306.27131622,0.22299888176641,-0.0254886171177337
"377","M603d_2702","M603d",27,"T3",26.24405966,0.988476982,"GP","light","M603d","M6",0.687369010039144,299.39405966,0.622451528784482,0.0649174812546623
"378","M603d_2804","M603d",28,"T3",27.18215571,1.049554581,"GP","light","M603d","M6",0.717622491981152,300.33215571,0.641149269715622,0.0764732222655305
"379","M603d_2905","M603d",29,"T3",28.26763611,1.084028306,"GP","light","M603d","M6",0.734302706332468,301.41763611,0.662409883669424,0.0718928226630436
"380","M603d_3001","M603d",30,"T3",28.86613166,1.298171338,"GP","light","M603d","M6",0.832113736264192,302.01613166,0.673673743093384,0.158439993170808
"381","M603d_3103","M603d",31,"T3",30.49427192,1.302669633,"GP","light","M603d","M6",0.834069159832053,303.64427192,0.69480232319471,0.139266836637343
"382","M603d_3204","M603d",32,"T3",31.21435903,1.221947054,"GP","light","M603d","M6",0.798383862850737,304.36435903,0.684785602254508,0.113598260596229
"383","M603d_3306","M603d",33,"T3",32.52846709,0.544512904,"GP","light","M603d","M6",0.434708588148979,305.67846709,0.497566515223455,-0.0628579270744762
"384","M603d_3401","M603d",34,"T3",32.95190283,0.333176919,"GP","light","M603d","M6",0.287564754820337,306.10190283,0.320049418196501,-0.0324846633761647
"385","K201a_2706D","K201a",27,"T1",26.38771693,0.424067001,"R","dark","K201a_D","K2",0.353516863146953,299.53771693,0.352194913265229,0.00132194988172435
"386","K201a_2801D","K201a",28,"T1",27.06329229,0.473975972,"R","dark","K201a_D","K2",0.387963492413112,300.21329229,0.361730549454808,0.0262329429583041
"387","K201a_2903D","K201a",29,"T1",28.33144658,0.450002316,"R","dark","K201a_D","K2",0.371565153672587,301.48144658,0.379514673155117,-0.00794951948253075
"388","K201a_3004D","K201a",30,"T1",29.22072524,0.523097009,"R","dark","K201a_D","K2",0.420745767879268,302.37072524,0.391894134423223,0.0288516334560457
"389","K201a_3106D","K201a",31,"T1",30.07509068,0.476526511,"R","dark","K201a_D","K2",0.389692377340341,303.22509068,0.403697486832696,-0.0140051094923546
"390","K201a_3202D","K201a",32,"T1",31.43631617,0.575194017,"R","dark","K201a_D","K2",0.454378450087724,304.58631617,0.421521661167021,0.0328567889207024
"391","K201a_3303D","K201a",33,"T1",32.50011354,0.547466828,"R","dark","K201a_D","K2",0.436619289482566,305.65011354,0.423174587258331,0.0134447022242344
"392","K201a_3405D","K201a",34,"T1",33.02253422,0.487635384,"R","dark","K201a_D","K2",0.397187868749865,306.17253422,0.392960589525675,0.00422727922419036
"393","K201b_2703D","K201b",27,"T1",26.37521728,0.440743931,"R","dark","K201b_D","K2",0.365159598936386,299.52521728,0.352018077338844,0.0131415215975422
"394","K201b_2805D","K201b",28,"T1",27.30349065,0.443637932,"R","dark","K201b_D","K2",0.367166269418014,300.45349065,0.365110570401858,0.00205569901615577
"395","K201b_2906D","K201b",29,"T1",28.19808372,0.394691561,"R","dark","K201b_D","K2",0.332673287600601,301.34808372,0.377651540926628,-0.0449782533260272
"396","K201b_3002D","K201b",30,"T1",29.3666864,0.505252,"R","dark","K201b_D","K2",0.408960326044481,302.5166864,0.393918145332317,0.0150421807121637
"397","K201b_3104D","K201b",31,"T1",30.16648293,0.530401043,"R","dark","K201b_D","K2",0.425529820664845,303.31648293,0.404951486327096,0.0205783343377486
"398","K201b_3205D","K201b",32,"T1",31.27326885,0.461092488,"R","dark","K201b_D","K2",0.379184435350812,304.42326885,0.419601187172607,-0.0404167518217949
"399","K201b_3301D","K201b",33,"T1",32.60504376,0.510523342,"R","dark","K201b_D","K2",0.412456174886396,305.75504376,0.42041721121613,-0.00796103632973433
"400","K201b_3402D","K201b",34,"T1",33.24729097,0.474471053,"R","dark","K201b_D","K2",0.388299317340916,306.39729097,0.358406225800344,0.0298930915405722
"401","K201c_2701D","K201c",27,"T1",26.38673574,0.406892379,"R","dark","K201c_D","K2",0.341383285512381,299.53673574,0.352181032639004,-0.0107977471266235
"402","K201c_2803D","K201c",28,"T1",27.29116523,0.413620773,"R","dark","K201c_D","K2",0.346154337020075,300.44116523,0.364937261377932,-0.0187829243578571
"403","K201c_2904D","K201c",29,"T1",28.41092264,0.463098913,"R","dark","K201c_D","K2",0.380556729458637,301.56092264,0.380624185561687,-6.74561030497012e-05
"404","K201c_3006D","K201c",30,"T1",29.40703097,0.462109893,"R","dark","K201c_D","K2",0.379880524713419,302.55703097,0.394477149061353,-0.0145966243479343
"405","K201c_3102D","K201c",31,"T1",30.57396066,0.561775774,"R","dark","K201c_D","K2",0.44582349053694,303.72396066,0.410501286076757,0.035322204460183
"406","K201c_3203D","K201c",32,"T1",31.43469021,0.534684648,"R","dark","K201c_D","K2",0.428324918890914,304.58469021,0.421503206733124,0.00682171215778998
"407","K201c_3305D","K201c",33,"T1",32.39481462,0.478444158,"R","dark","K201c_D","K2",0.390990290236276,305.54481462,0.424967997743085,-0.0339777075068092
"408","K201c_3406D","K201c",34,"T1",33.19942911,0.410245911,"R","dark","K201c_D","K2",0.343764094147838,306.34942911,0.367510891117937,-0.0237467969700988
"409","K201d_2704D","K201d",27,"T1",26.39312439,0.394142849,"R","dark","K201d_D","K2",0.332279781263248,299.54312439,0.352271409489223,-0.0199916282259741
"410","K201d_2805D","K201d",28,"T1",27.23136704,0.482680592,"R","dark","K201d_D","K2",0.393851660322397,300.38136704,0.364096230594661,0.0297554297277358
"411","K201d_2901D","K201d",29,"T1",28.24751748,0.508805347,"R","dark","K201d_D","K2",0.411318176766704,301.39751748,0.37834234595911,0.0329758308075948
"412","K201d_3002D","K201d",30,"T1",29.51082922,0.34841087,"R","dark","K201d_D","K2",0.298926765751387,302.66082922,0.395914407751041,-0.096987641999654
"413","K201d_3104D","K201d",31,"T1",30.00166576,0.566082748,"R","dark","K201d_D","K2",0.448577436530208,303.15166576,0.402688344108121,0.0458890924220868
"414","K201d_3206D","K201d",32,"T1",31.35663829,0.498594861,"R","dark","K201d_D","K2",0.404527909741606,304.50663829,0.42059967757043,-0.0160717678288239
"415","K201d_3301D","K201d",33,"T1",32.5793994,0.559392766,"R","dark","K201d_D","K2",0.444296492918899,305.7293994,0.421194719013031,0.0231017739058675
"416","K201d_3403D","K201d",34,"T1",33.27883445,0.405800471,"R","dark","K201d_D","K2",0.340606870800158,306.42883445,0.351788074179022,-0.0111812033788638
"417","M501a_2706D","M501a",27,"T1",26.31898404,0.416538372,"R","dark","M501a_D","M5",0.34821612922615,299.46898404,0.35218471423527,-0.00396858500912023
"418","M501a_2802D","M501a",28,"T1",27.1839286,0.49185167,"R","dark","M501a_D","M5",0.400018079949302,300.3339286,0.377514930597339,0.022503149351963
"419","M501a_2903D","M501a",29,"T1",28.26947998,0.432612298,"R","dark","M501a_D","M5",0.359499559553383,301.41947998,0.405923611425161,-0.0464240518717782
"420","M501a_3005D","M501a",30,"T1",29.27965102,0.480770888,"R","dark","M501a_D","M5",0.392562822440461,302.42965102,0.426665455277082,-0.0341026328366207
"421","M501a_3101D","M501a",31,"T1",30.48150924,0.541499725,"R","dark","M501a_D","M5",0.432755789946387,303.63150924,0.438611664004065,-0.00585587405767768
"422","M501a_3202D","M501a",32,"T1",31.35959082,0.551774142,"R","dark","M501a_D","M5",0.439398884109081,304.50959082,0.432674349912839,0.00672453419624169
"423","M501a_3304D","M501a",33,"T1",32.37740377,0.494924439,"R","dark","M501a_D","M5",0.402075663090419,305.52740377,0.40066754669595,0.00140811639446964
"424","M501a_3405D","M501a",34,"T1",33.21076298,0.373920585,"R","dark","M501a_D","M5",0.31766839373093,306.36076298,0.345071087123087,-0.0274026933921571
"425","M501b_2702D","M501b",27,"T1",26.31778824,0.406249631,"R","dark","M501b_D","M5",0.340926324570559,299.46778824,0.352148532260917,-0.0112222076903583
"426","M501b_2803D","M501b",28,"T1",27.16502415,0.427141075,"R","dark","M501b_D","M5",0.35567319485562,300.31502415,0.376982052805046,-0.0213088579494256
"427","M501b_2905D","M501b",29,"T1",28.34677014,0.42043036,"R","dark","M501b_D","M5",0.350959896119141,301.49677014,0.407744253578181,-0.0567843574590401
"428","M501b_3006D","M501b",30,"T1",29.34234713,0.517355886,"R","dark","M501b_D","M5",0.416969271402228,302.49234713,0.427693224022238,-0.01072395262001
"429","M501b_3102D","M501b",31,"T1",30.50201414,0.583547345,"R","dark","M501b_D","M5",0.459667485507597,303.65201414,0.438642733741576,0.0210247517660208
"430","M501b_3204D","M501b",32,"T1",31.31607621,0.619248014,"R","dark","M501b_D","M5",0.48196185258639,304.46607621,0.433367169911287,0.0485946826751035
"431","M501b_3305D","M501b",33,"T1",32.4841966,0.445387491,"R","dark","M501b_D","M5",0.368377445477558,305.6341966,0.395238164544449,-0.0268607190668914
"432","M501b_3401D","M501b",34,"T1",33.02979376,0.44493395,"R","dark","M501b_D","M5",0.368063611177131,306.17979376,0.35989402282502,0.00816958835211073
"433","M501c_2702D","M501c",27,"T1",26.45966203,0.439064993,"R","dark","M501c_D","M5",0.363993592277939,299.60966203,0.356421581993199,0.00757201028474019
"434","M501c_2804D","M501c",28,"T1",27.111971,0.537745101,"R","dark","M501c_D","M5",0.430317123277823,300.261971,0.375480945902721,0.0548361773751019
"435","M501c_2905D","M501c",29,"T1",28.26673678,0.55567181,"R","dark","M501c_D","M5",0.441907484486518,301.41673678,0.40585840153223,0.036049082954288
"436","M501c_3001D","M501c",30,"T1",29.1444896,0.530463696,"R","dark","M501c_D","M5",0.425570758769172,302.2944896,0.424330519768978,0.00124023900019438
"437","M501c_3103D","M501c",31,"T1",30.36062316,0.510553041,"R","dark","M501c_D","M5",0.412475836090706,303.51062316,0.43828878143897,-0.0258129453482641
"438","M501c_3204D","M501c",32,"T1",31.34382791,0.509454073,"R","dark","M501c_D","M5",0.411748044395505,304.49382791,0.432930785083102,-0.0211827406875974
"439","M501c_3306D","M501c",33,"T1",32.34473825,0.45737538,"R","dark","M501c_D","M5",0.376637133014058,305.49473825,0.402238994444981,-0.0256018614309224
"440","M501c_3401D","M501c",34,"T1",33.04850263,0.458826007,"R","dark","M501c_D","M5",0.377632007460052,306.19850263,0.358437760325563,0.0191942471344894
"441","M501d_2703D","M501d",27,"T1",26.42560025,0.396312345,"R","dark","M501d_D","M5",0.333834722150162,299.57560025,0.355399377320717,-0.0215646551705552
"442","M501d_2804D","M501d",28,"T1",27.05237992,0.494497039,"R","dark","M501d_D","M5",0.401789721475256,300.20237992,0.37378514619546,0.0280045752797954
"443","M501d_2906D","M501d",29,"T1",28.13422663,0.471799198,"R","dark","M501d_D","M5",0.38648559659922,301.28422663,0.402661940550426,-0.0161763439512067
"444","M501d_3001D","M501d",30,"T1",29.15572879,0.583693234,"R","dark","M501d_D","M5",0.459759609232628,302.30572879,0.424530691022085,0.0352289182105433
"445","M501d_3103D","M501d",31,"T1",30.40196802,0.617909382,"R","dark","M501d_D","M5",0.481134810887426,303.55196802,0.438425653687502,0.0427091571999232
"446","M501d_3205D","M501d",32,"T1",31.26193238,0.565269361,"R","dark","M501d_D","M5",0.448057924836869,304.41193238,0.434163979973463,0.0138939448634056
"447","M501d_3306D","M501d",33,"T1",32.51600332,0.426394665,"R","dark","M501d_D","M5",0.355150047374718,305.66600332,0.39353279030478,-0.0383827429300622
"448","M501d_3402D","M501d",34,"T1",33.07224328,0.495988178,"R","dark","M501d_D","M5",0.402786977114644,306.22224328,0.356564928476645,0.0462220486379991
"449","M601a_2705D","M601a",27,"T1",26.34726055,0.363419668,"R","dark","M601a_D","M6",0.309996005542953,299.49726055,0.336485994410784,-0.0264899888678308
"450","M601a_2806D","M601a",28,"T1",27.19516112,0.422242705,"R","dark","M601a_D","M6",0.35223499543877,300.34516112,0.361830714019057,-0.00959571858028663
"451","M601a_2902D","M601a",29,"T1",28.5463214,0.406690377,"R","dark","M601a_D","M6",0.341239694924959,301.6963214,0.397825004274005,-0.0565853093490457
"452","M601a_3003D","M601a",30,"T1",29.35515958,0.509812075,"R","dark","M601a_D","M6",0.411985189439452,302.50515958,0.414251639826763,-0.00226645038731088
"453","M601a_3105D","M601a",31,"T1",30.15073981,0.487607523,"R","dark","M601a_D","M6",0.397169140195006,303.30073981,0.423180992441716,-0.0260118522467099
"454","M601a_3201D","M601a",32,"T1",31.3687362,0.477141755,"R","dark","M601a_D","M6",0.390108973893163,304.5187362,0.410399101093396,-0.0202901272002325
"455","M601a_3302D","M601a",33,"T1",32.36317841,0.463218457,"R","dark","M601a_D","M6",0.380638432148368,305.51317841,0.355469560051133,0.0251688720972348
"456","M601a_3404D","M601a",34,"T1",33.22660686,0.317234974,"R","dark","M601a_D","M6",0.275534822944076,306.37660686,0.252022517558228,0.0235123053858481
"457","M601b_2701D","M601b",27,"T1",26.40836901,0.457893394,"R","dark","M601b_D","M6",0.376992512943396,299.55836901,0.338355100284121,0.0386374126592749
"458","M601b_2802D","M601b",28,"T1",27.21773088,0.555501667,"R","dark","M601b_D","M6",0.441798109036112,300.36773088,0.362484618873685,0.0793134901624268
"459","M601b_2904D","M601b",29,"T1",28.43982301,0.604093314,"R","dark","M601b_D","M6",0.47255868356265,301.58982301,0.395294904788923,0.077263778773727
"460","M601b_3005D","M601b",30,"T1",29.31943646,0.504542527,"R","dark","M601b_D","M6",0.408488883222204,302.46943646,0.413653286977194,-0.00516440375499044
"461","M601b_3101D","M601b",31,"T1",30.30668222,0.603252884,"R","dark","M601b_D","M6",0.472034617891311,303.45668222,0.423697846636918,0.0483367712543928
"462","M601b_3203D","M601b",32,"T1",31.38665978,0.532022166,"R","dark","M601b_D","M6",0.426588539882137,304.53665978,0.409849146774405,0.0167393931077319
"463","M601b_3304D","M601b",33,"T1",32.344849,0.494776884,"R","dark","M601b_D","M6",0.401976954233461,305.494849,0.357016575852292,0.0449603783811688
"464","M601b_3406D","M601b",34,"T1",33.04666869,0.452715344,"R","dark","M601b_D","M6",0.373434456241965,306.19666869,0.279022125492335,0.0944123307496308
"465","M601c_2704D","M601c",27,"T1",26.31588661,0.377137894,"R","dark","M601c_D","M6",0.320007355618738,299.46588661,0.335524261194596,-0.0155169055758578
"466","M601c_2806D","M601c",28,"T1",27.24473616,0.457697501,"R","dark","M601c_D","M6",0.376858136751845,300.39473616,0.36326532432087,0.0135928124309755
"467","M601c_2901D","M601c",29,"T1",28.1478494,0.493781856,"R","dark","M601c_D","M6",0.401311062662752,301.2978494,0.388029577177546,0.0132814854852061
"468","M601c_3003D","M601c",30,"T1",29.36418131,0.559251354,"R","dark","M601c_D","M6",0.44420580478992,302.51418131,0.414400526975189,0.0298052778147303
"469","M601c_3105D","M601c",31,"T1",30.06109257,0.56351531,"R","dark","M601c_D","M6",0.446936690000851,303.21109257,0.422671479073478,0.024265210927373
"470","M601c_3206D","M601c",32,"T1",31.24171374,0.561626015,"R","dark","M601c_D","M6",0.445727595733625,304.39171374,0.413925885933961,0.0318017097996635
"471","M601c_3302D","M601c",33,"T1",32.50237946,0.408554424,"R","dark","M601c_D","M6",0.342563947275408,305.65237946,0.342932391847207,-0.000368444571798854
"472","M601c_3403D","M601c",34,"T1",33.13450155,0.22305238,"R","dark","M601c_D","M6",0.201349684896644,306.28450155,0.266236848379897,-0.0648871634832529
"473","M601d_2705D","M601d",27,"T1",26.32289628,0.355300849,"R","dark","M601d_D","M6",0.30402345846921,299.47289628,0.335739256695504,-0.0317157982262937
"474","M601d_2801D","M601d",28,"T1",27.15955727,0.40359398,"R","dark","M601d_D","M6",0.339036075746509,300.30955727,0.360796585026236,-0.0217605092797271
"475","M601d_2902D","M601d",29,"T1",28.40826379,0.405437754,"R","dark","M601d_D","M6",0.34034882294154,301.55826379,0.394532087746051,-0.0541832648045102
"476","M601d_3004D","M601d",30,"T1",29.32475972,0.467144247,"R","dark","M601d_D","M6",0.383317822207003,302.47475972,0.413743333907315,-0.0304255117003125
"477","M601d_3106D","M601d",31,"T1",30.00548395,0.465824088,"R","dark","M601d_D","M6",0.382417601721565,303.15548395,0.422282569841437,-0.0398649681198728
"478","M601d_3201D","M601d",32,"T1",31.34827889,0.447238309,"R","dark","M601d_D","M6",0.369657125865234,304.49827889,0.411010654953661,-0.0413535290884269
"479","M601d_3303D","M601d",33,"T1",32.44109911,0.314836574,"R","dark","M601d_D","M6",0.273712379579541,305.59109911,0.3486259357039,-0.074913556124359
"480","M601d_3404D","M601d",34,"T1",33.15047389,0.251238788,"R","dark","M601d_D","M6",0.224134090967786,306.30047389,0.263831818977402,-0.0396977280096166
"481","K202a_2706D","K202a",27,"T2",26.40927103,0.443181796,"R","dark","K202a_D","K2",0.366850256610306,299.55927103,0.345780767061005,0.0210694895493004
"482","K202a_2801D","K202a",28,"T2",27.10283506,0.503080576,"R","dark","K202a_D","K2",0.407516719446974,300.25283506,0.35678671919739,0.0507300002495836
"483","K202a_2903D","K202a",29,"T2",28.26212373,0.472985481,"R","dark","K202a_D","K2",0.387291280676993,301.41212373,0.375065771540536,0.0122255091364574
"484","K202a_3004D","K202a",30,"T2",29.33921897,0.494450185,"R","dark","K202a_D","K2",0.401758369968192,302.48921897,0.391882734080148,0.00987563588804374
"485","K202a_3106D","K202a",31,"T2",30.05710234,0.598064601,"R","dark","K202a_D","K2",0.468793272684665,303.20710234,0.402881689390314,0.0659115832943513
"486","K202a_3202D","K202a",32,"T2",31.44218875,0.548938119,"R","dark","K202a_D","K2",0.437569611637395,304.59218875,0.420636069353624,0.0169335422837704
"487","K202a_3303D","K202a",33,"T2",32.33332576,0.610175146,"R","dark","K202a_D","K2",0.476342959414971,305.48332576,0.414416861206345,0.0619260982086262
"488","K202a_3405D","K202a",34,"T2",33.05184042,0.433758283,"R","dark","K202a_D","K2",0.360299166602559,306.20184042,0.350369162334684,0.0099300042678751
"489","K202b_2704D","K202b",27,"T2",26.39424118,0.364047422,"R","dark","K202b_D","K2",0.310456325679087,299.54424118,0.34554169444792,-0.0350853687688324
"490","K202b_2806D","K202b",28,"T2",27.19345356,0.384398009,"R","dark","K202b_D","K2",0.325265394609858,300.34345356,0.358220910285414,-0.0329555156755557
"491","K202b_2901D","K202b",29,"T2",28.27346534,0.40509443,"R","dark","K202b_D","K2",0.340104510491634,301.42346534,0.375243825099806,-0.0351393146081728
"492","K202b_3003D","K202b",30,"T2",29.33941171,0.469395814,"R","dark","K202b_D","K2",0.384851305418167,302.48941171,0.391885720501618,-0.00703441508345132
"493","K202b_3105D","K202b",31,"T2",30.10870503,0.403624115,"R","dark","K202b_D","K2",0.339057545400081,303.25870503,0.403657529263058,-0.0645999838629772
"494","K202b_3206D","K202b",32,"T2",31.31001678,0.435413866,"R","dark","K202b_D","K2",0.361453215992257,304.46001678,0.419521448216272,-0.0580682322240149
"495","K202b_3302D","K202b",33,"T2",32.48319025,0.467941947,"R","dark","K202b_D","K2",0.383861383770047,305.63319025,0.408348111079856,-0.0244867273098088
"496","K202b_3403D","K202b",34,"T2",33.17517524,0.300086504,"R","dark","K202b_D","K2",0.262430803792163,306.32517524,0.325840225067445,-0.0634094212752825
"497","K202c_2703D","K202c",27,"T2",26.38669034,0.423085583,"R","dark","K202c_D","K2",0.352827459955578,299.53669034,0.345421577764472,0.00740588219110594
"498","K202c_2804D","K202c",28,"T2",27.07817848,0.403493512,"R","dark","K202c_D","K2",0.338964494080223,300.22817848,0.356396334188679,-0.0174318401084561
"499","K202c_2906D","K202c",29,"T2",28.23231821,0.435619121,"R","dark","K202c_D","K2",0.361596199372301,301.38231821,0.374597772413498,-0.0130015730411966
"500","K202c_3001D","K202c",30,"T2",29.08701542,0.440319824,"R","dark","K202c_D","K2",0.364865188927356,302.23701542,0.387965812345687,-0.0231006234183317
"501","K202c_3103D","K202c",31,"T2",30.4221792,0.588932169,"R","dark","K202c_D","K2",0.46306219878943,303.5721792,0.408291020191137,0.0547711785982931
"502","K202c_3205D","K202c",32,"T2",31.35065933,0.378270484,"R","dark","K202c_D","K2",0.320829440702625,304.50065933,0.419890289930314,-0.0990608492276883
"503","K202c_3306D","K202c",33,"T2",32.49753567,0.441669152,"R","dark","K202c_D","K2",0.365801575644883,305.64753567,0.407629736841557,-0.0418281611966741
"504","K202c_3402D","K202c",34,"T2",33.20950806,0.390334727,"R","dark","K202c_D","K2",0.329544528943703,306.35950806,0.317909890988536,0.0116346379551664
"505","K202d_2705D","K202d",27,"T2",26.29623047,0.405260448,"R","dark","K202d_D","K2",0.340222657848391,299.44623047,0.343982094147513,-0.0037594362991224
"506","K202d_2806D","K202d",28,"T2",27.30777521,0.439298707,"R","dark","K202d_D","K2",0.364155985932718,300.45777521,0.360028979836269,0.00412700609644906
"507","K202d_2902D","K202d",29,"T2",28.55013967,0.469484299,"R","dark","K202d_D","K2",0.38491152223316,301.70013967,0.37958207459033,0.00532944764283011
"508","K202d_3003D","K202d",30,"T2",29.29940028,0.551484029,"R","dark","K202d_D","K2",0.439211910944195,302.44940028,0.391265510444758,0.047946400499437
"509","K202d_3105D","K202d",31,"T2",30.00753486,0.544795129,"R","dark","K202d_D","K2",0.434891298968212,303.15753486,0.402133792899279,0.0327575060689326
"510","K202d_3201D","K202d",32,"T2",31.45008096,0.585281652,"R","dark","K202d_D","K2",0.460762089965462,304.60008096,0.420694331129446,0.0400677588360158
"511","K202d_3302D","K202d",33,"T2",32.43536845,0.529720277,"R","dark","K202d_D","K2",0.425084893199531,305.58536845,0.410558180825488,0.0145267123740425
"512","K202d_3404D","K202d",34,"T2",33.12496753,0.474521486,"R","dark","K202d_D","K2",0.388333520886254,306.27496753,0.336540451942731,0.051793068943523
"513","M502a_2704D","M502a",27,"T2",26.32143638,0.445027074,"R","dark","M502a_D","M5",0.368128057721053,299.47143638,0.336651528872838,0.0314765288482147
"514","M502a_2805D","M502a",28,"T2",27.31203488,0.488282444,"R","dark","M502a_D","M5",0.397622732914533,300.46203488,0.370165293642334,0.0274574392721987
"515","M502a_2901D","M502a",29,"T2",28.17784852,0.574959468,"R","dark","M502a_D","M5",0.454229537343281,301.32784852,0.395403952238167,0.0588255851051144
"516","M502a_3002D","M502a",30,"T2",29.35225502,0.583631468,"R","dark","M502a_D","M5",0.459720607232,302.50225502,0.419586427329651,0.0401341799023491
"517","M502a_3104D","M502a",31,"T2",29.96825782,0.687781548,"R","dark","M502a_D","M5",0.523414973107018,303.11825782,0.425165943766181,0.0982490293408371
"518","M502a_3206D","M502a",32,"T2",31.40948206,0.480554639,"R","dark","M502a_D","M5",0.392416773653584,304.55948206,0.406589128713711,-0.0141723550601279
"519","M502a_3301D","M502a",33,"T2",32.48615346,0.46438861,"R","dark","M502a_D","M5",0.381437824304168,305.63615346,0.347879315276773,0.0335585090273955
"520","M502a_3403D","M502a",34,"T2",33.22630355,0.348019265,"R","dark","M502a_D","M5",0.298636303931019,306.37630355,0.275355649332719,0.0232806545982999
"521","M502b_2702D","M502b",27,"T2",26.34602912,0.395027087,"R","dark","M502b_D","M5",0.332913832289118,299.49602912,0.337527195921027,-0.00461336363190873
"522","M502b_2803D","M502b",28,"T2",27.10626177,0.460522907,"R","dark","M502b_D","M5",0.378794527077334,300.25626177,0.363539922738691,0.0152546043386423
"523","M502b_2905D","M502b",29,"T2",28.25021428,0.441864117,"R","dark","M502b_D","M5",0.365936802106386,301.40021428,0.39727998272113,-0.0313431806147442
"524","M502b_3006D","M502b",30,"T2",29.42538616,0.47430636,"R","dark","M502b_D","M5",0.388187614776019,302.57538616,0.420556998874748,-0.0323693840987289
"525","M502b_3102D","M502b",31,"T2",30.36194401,0.620016021,"R","dark","M502b_D","M5",0.482436038701565,303.51194401,0.425153959568941,0.0572820791326242
"526","M502b_3204D","M502b",32,"T2",31.33796275,0.481327061,"R","dark","M502b_D","M5",0.392938348851885,304.48796275,0.40889193915653,-0.015953590304645
"527","M502b_3305D","M502b",33,"T2",32.38971474,0.43105117,"R","dark","M502b_D","M5",0.358409258146045,305.53971474,0.355210519114112,0.0031987390319333
"528","M502b_3401D","M502b",34,"T2",33.07560198,0.375091665,"R","dark","M502b_D","M5",0.318520394351037,306.22560198,0.292595327021877,0.0259250673291604
"529","M502c_2701D","M502c",27,"T2",26.43019417,0.388305188,"R","dark","M502c_D","M5",0.328083713996102,299.58019417,0.340509602344389,-0.0124258883482871
"530","M502c_2802D","M502c",28,"T2",27.05856742,0.387825103,"R","dark","M502c_D","M5",0.327737847660979,300.20856742,0.361975965963542,-0.0342381183025632
