fragment.ID.full,individual.ID,temp.Cat,treatment,Temp.C,umol.cm2.hr,rate.type,light_dark,fragment.ID,genotype
M601a_3003D,M601a,30,T1,29.35515958,-0.509812075,R,dark,M601a_D,M6
M601a_3105D,M601a,31,T1,30.15073981,-0.487607523,R,dark,M601a_D,M6
M601a_3201D,M601a,32,T1,31.3687362,-0.477141755,R,dark,M601a_D,M6
M601a_3302D,M601a,33,T1,32.36317841,-0.463218457,R,dark,M601a_D,M6
M601a_3404D,M601a,34,T1,33.22660686,-0.317234974,R,dark,M601a_D,M6
M601b_2701D,M601b,27,T1,26.40836901,-0.457893394,R,dark,M601b_D,M6
M601b_2802D,M601b,28,T1,27.21773088,-0.555501667,R,dark,M601b_D,M6
M601b_2904D,M601b,29,T1,28.43982301,-0.604093314,R,dark,M601b_D,M6
M601b_3005D,M601b,30,T1,29.31943646,-0.504542527,R,dark,M601b_D,M6
M601b_3101D,M601b,31,T1,30.30668222,-0.603252884,R,dark,M601b_D,M6
M601b_3203D,M601b,32,T1,31.38665978,-0.532022166,R,dark,M601b_D,M6
M601b_3304D,M601b,33,T1,32.344849,-0.494776884,R,dark,M601b_D,M6
M601b_3406D,M601b,34,T1,33.04666869,-0.452715344,R,dark,M601b_D,M6
M601c_2704D,M601c,27,T1,26.31588661,-0.377137894,R,dark,M601c_D,M6
M601c_2806D,M601c,28,T1,27.24473616,-0.457697501,R,dark,M601c_D,M6
M601c_2901D,M601c,29,T1,28.1478494,-0.493781856,R,dark,M601c_D,M6
M601c_3003D,M601c,30,T1,29.36418131,-0.559251354,R,dark,M601c_D,M6
M601c_3105D,M601c,31,T1,30.06109257,-0.56351531,R,dark,M601c_D,M6
M601c_3206D,M601c,32,T1,31.24171374,-0.561626015,R,dark,M601c_D,M6
M601c_3302D,M601c,33,T1,32.50237946,-0.408554424,R,dark,M601c_D,M6
M601c_3403D,M601c,34,T1,33.13450155,-0.22305238,R,dark,M601c_D,M6
M601d_2705D,M601d,27,T1,26.32289628,-0.355300849,R,dark,M601d_D,M6
M601d_2801D,M601d,28,T1,27.15955727,-0.40359398,R,dark,M601d_D,M6
M601d_2902D,M601d,29,T1,28.40826379,-0.405437754,R,dark,M601d_D,M6
M601d_3004D,M601d,30,T1,29.32475972,-0.467144247,R,dark,M601d_D,M6
M601d_3106D,M601d,31,T1,30.00548395,-0.465824088,R,dark,M601d_D,M6
M601d_3201D,M601d,32,T1,31.34827889,-0.447238309,R,dark,M601d_D,M6
M601d_3303D,M601d,33,T1,32.44109911,-0.314836574,R,dark,M601d_D,M6
M601d_3404D,M601d,34,T1,33.15047389,-0.251238788,R,dark,M601d_D,M6
M602a_2701D,M602a,27,T2,26.40274527,-0.461592658,R,dark,M602a_D,M6
M602a_2803D,M602a,28,T2,27.1031223,-0.457368372,R,dark,M602a_D,M6
M602a_2904D,M602a,29,T2,28.47952617,-0.441785343,R,dark,M602a_D,M6
M602a_3006D,M602a,30,T2,29.44874705,-0.404741334,R,dark,M602a_D,M6
M602a_3102D,M602a,31,T2,30.38623526,-0.449963694,R,dark,M602a_D,M6
M602a_3203D,M602a,32,T2,31.33747019,-0.377216673,R,dark,M602a_D,M6
M602a_3305D,M602a,33,T2,32.34421916,-0.349992586,R,dark,M602a_D,M6
M602a_3406D,M602a,34,T2,33.20591175,-0.317196165,R,dark,M602a_D,M6
M602b_2706D,M602b,27,T2,26.33520966,-0.359539869,R,dark,M602b_D,M6
M602b_2802D,M602b,28,T2,27.16133656,-0.383536764,R,dark,M602b_D,M6
M602b_2903D,M602b,29,T2,28.31771384,-0.398695812,R,dark,M602b_D,M6
M602b_3005D,M602b,30,T2,29.22447291,-0.340438331,R,dark,M602b_D,M6
M602b_3101D,M602b,31,T2,30.42343492,-0.475173084,R,dark,M602b_D,M6
M602b_3202D,M602b,32,T2,31.33908728,-0.44446983,R,dark,M602b_D,M6
M602b_3304D,M602b,33,T2,32.34123554,-0.363062916,R,dark,M602b_D,M6
M602b_3405D,M602b,34,T2,33.08805109,-0.322187586,R,dark,M602b_D,M6
M602c_2705D,M602c,27,T2,26.30974367,-0.399207876,R,dark,M602c_D,M6
M602c_2801D,M602c,28,T2,27.13396391,-0.496870145,R,dark,M602c_D,M6
M602c_2902D,M602c,29,T2,28.48908908,-0.536706055,R,dark,M602c_D,M6
M602c_3004D,M602c,30,T2,29.28435333,-0.496401958,R,dark,M602c_D,M6
M602c_3106D,M602c,31,T2,30.06942283,-0.517309167,R,dark,M602c_D,M6
M602c_3201D,M602c,32,T2,31.24514911,-0.501683457,R,dark,M602c_D,M6
M602c_3303D,M602c,33,T2,32.32953936,-0.382088416,R,dark,M602c_D,M6
M602c_3404D,M602c,34,T2,33.10798975,-0.422913952,R,dark,M602c_D,M6
M602d_2703D,M602d,27,T2,26.40627156,-0.419678159,R,dark,M602d_D,M6
M602d_2805D,M602d,28,T2,27.29318389,-0.374415962,R,dark,M602d_D,M6
M602d_2906D,M602d,29,T2,28.20437926,-0.436978665,R,dark,M602d_D,M6
M602d_3002D,M602d,30,T2,29.35224437,-0.460820005,R,dark,M602d_D,M6
M602d_3104D,M602d,31,T2,30.01988497,-0.468484404,R,dark,M602d_D,M6
M602d_3205D,M602d,32,T2,31.44594436,-0.473329399,R,dark,M602d_D,M6
M602d_3301D,M602d,33,T2,32.45614179,-0.483477006,R,dark,M602d_D,M6
M602d_3402D,M602d,34,T2,33.17301598,-0.352023131,R,dark,M602d_D,M6
M603a_2704D,M603a,27,T3,26.43449615,-0.377079522,R,dark,M603a_D,M6
M603a_2806D,M603a,28,T3,27.14135358,-0.473666866,R,dark,M603a_D,M6
M603a_2901D,M603a,29,T3,28.22397199,-0.397511841,R,dark,M603a_D,M6
M603a_3003D,M603a,30,T3,29.28973913,-0.542728052,R,dark,M603a_D,M6
M603a_3105D,M603a,31,T3,30.17750254,-0.484429643,R,dark,M603a_D,M6
M603a_3206D,M603a,32,T3,31.33895065,-0.393894698,R,dark,M603a_D,M6
M603a_3302D,M603a,33,T3,32.43861551,-0.31170581,R,dark,M603a_D,M6
M603a_3403D,M603a,34,T3,33.22452937,-0.270101828,R,dark,M603a_D,M6
M603b_2706D,M603b,27,T3,26.318431,-0.350405864,R,dark,M603b_D,M6
M603b_2801D,M603b,28,T3,27.03669229,-0.441567322,R,dark,M603b_D,M6
M603b_2903D,M603b,29,T3,28.33695894,-0.390586694,R,dark,M603b_D,M6
M603b_3004D,M603b,30,T3,29.20079472,-0.461929555,R,dark,M603b_D,M6
M603b_3106D,M603b,31,T3,29.99020569,-0.494266026,R,dark,M603b_D,M6
M603b_3202D,M603b,32,T3,31.33919731,-0.43112695,R,dark,M603b_D,M6
M603b_3303D,M603b,33,T3,32.49920842,-0.346515993,R,dark,M603b_D,M6
M603b_3405D,M603b,34,T3,33.11464154,-0.266948143,R,dark,M603b_D,M6
M603c_2706D,M603c,27,T3,26.27154605,-0.402380906,R,dark,M603c_D,M6
M603c_2802D,M603c,28,T3,27.1887396,-0.465909734,R,dark,M603c_D,M6
M603c_2903D,M603c,29,T3,28.32050193,-0.423851494,R,dark,M603c_D,M6
M603c_3005D,M603c,30,T3,29.19871062,-0.453898252,R,dark,M603c_D,M6
M603c_3101D,M603c,31,T3,30.40916792,-0.460171079,R,dark,M603c_D,M6
M603c_3202D,M603c,32,T3,31.38126711,-0.390144397,R,dark,M603c_D,M6
M603c_3304D,M603c,33,T3,32.46358699,-0.352124213,R,dark,M603c_D,M6
M603c_3405D,M603c,34,T3,33.14045965,-0.338044145,R,dark,M603c_D,M6
M603d_2702D,M603d,27,T3,26.277852,-0.479355145,R,dark,M603d_D,M6
M603d_2804D,M603d,28,T3,27.14681383,-0.465540104,R,dark,M603d_D,M6
M603d_2905D,M603d,29,T3,28.22576419,-0.474170378,R,dark,M603d_D,M6
M603d_3001D,M603d,30,T3,28.95810462,-0.565591522,R,dark,M603d_D,M6
M603d_3103D,M603d,31,T3,30.37202762,-0.499948949,R,dark,M603d_D,M6
M603d_3204D,M603d,32,T3,31.29777818,-0.537086182,R,dark,M603d_D,M6
M603d_3306D,M603d,33,T3,32.43572633,-0.357573599,R,dark,M603d_D,M6
M603d_3401D,M603d,34,T3,33.01158099,-0.376419568,R,dark,M603d_D,M6
M60Ca_2706D,M60Ca,27,C,26.27136679,-0.388577669,R,dark,M60Ca_D,M6
M60Ca_2802D,M60Ca,28,C,27.12133908,-0.437369256,R,dark,M60Ca_D,M6
M60Ca_2903D,M60Ca,29,C,28.35137763,-0.3847469,R,dark,M60Ca_D,M6
M60Ca_3005D,M60Ca,30,C,29.20171291,-0.406330831,R,dark,M60Ca_D,M6
M60Ca_3101D,M60Ca,31,C,30.36909236,-0.453141943,R,dark,M60Ca_D,M6
M60Ca_3202D,M60Ca,32,C,31.38277064,-0.455845954,R,dark,M60Ca_D,M6
M60Ca_3304D,M60Ca,33,C,32.39924332,-0.376847373,R,dark,M60Ca_D,M6
M60Ca_3405D,M60Ca,34,C,33.18198772,-0.30504856,R,dark,M60Ca_D,M6
M60Cb_2704D,M60Cb,27,C,26.26309593,-0.387118536,R,dark,M60Cb_D,M6
M60Cb_2805D,M60Cb,28,C,27.34688329,-0.399422772,R,dark,M60Cb_D,M6
M60Cb_2901D,M60Cb,29,C,28.24647955,-0.463030498,R,dark,M60Cb_D,M6
M60Cb_3002D,M60Cb,30,C,29.37323314,-0.378291959,R,dark,M60Cb_D,M6
M60Cb_3104D,M60Cb,31,C,30.04231875,-0.397253247,R,dark,M60Cb_D,M6
M60Cb_3206D,M60Cb,32,C,31.35983375,-0.461161438,R,dark,M60Cb_D,M6
M60Cb_3301D,M60Cb,33,C,32.45287845,-0.461034194,R,dark,M60Cb_D,M6
M60Cb_3403D,M60Cb,34,C,33.18091069,-0.203581681,R,dark,M60Cb_D,M6
M60Cc_2706D,M60Cc,27,C,26.34844522,-0.400662358,R,dark,M60Cc_D,M6
M60Cc_2801D,M60Cc,28,C,27.10480173,-0.414206308,R,dark,M60Cc_D,M6
M60Cc_2903D,M60Cc,29,C,28.55941077,-0.353910612,R,dark,M60Cc_D,M6
M60Cc_3004D,M60Cc,30,C,29.27355542,-0.386913577,R,dark,M60Cc_D,M6
M60Cc_3106D,M60Cc,31,C,29.97430579,-0.490772808,R,dark,M60Cc_D,M6
M60Cc_3202D,M60Cc,32,C,31.46723326,-0.419014117,R,dark,M60Cc_D,M6
M60Cc_3303D,M60Cc,33,C,32.45508405,-0.389425989,R,dark,M60Cc_D,M6
M60Cc_3405D,M60Cc,34,C,33.06132336,-0.336172308,R,dark,M60Cc_D,M6
M60Cd_2705D,M60Cd,27,C,26.37104371,-0.344021342,R,dark,M60Cd_D,M6
M60Cd_2801D,M60Cd,28,C,27.14272051,-0.443247579,R,dark,M60Cd_D,M6
M60Cd_2902D,M60Cd,29,C,28.46268585,-0.416654314,R,dark,M60Cd_D,M6
M60Cd_3004D,M60Cd,30,C,29.22632754,-0.424312131,R,dark,M60Cd_D,M6
M60Cd_3106D,M60Cd,31,C,30.08975493,-0.427678709,R,dark,M60Cd_D,M6
M60Cd_3201D,M60Cd,32,C,31.2462774,-0.523565839,R,dark,M60Cd_D,M6
M60Cd_3303D,M60Cd,33,C,32.39515989,-0.374076921,R,dark,M60Cd_D,M6
M60Cd_3404D,M60Cd,34,C,33.24075575,-0.32699223,R,dark,M60Cd_D,M6
K201a_2706,K201a,27,T1,26.44653272,0.944549357,GP,light,K201a,K2
K201a_2801,K201a,28,T1,27.12077611,1.080211322,GP,light,K201a,K2
K201a_2903,K201a,29,T1,28.4809316,1.249661946,GP,light,K201a,K2
K201a_3004,K201a,30,T1,29.30243299,0.917723233,GP,light,K201a,K2
K201a_3106,K201a,31,T1,30.02551912,0.912495023,GP,light,K201a,K2
K201a_3202,K201a,32,T1,31.44757175,1.398171404,GP,light,K201a,K2
K201a_3303,K201a,33,T1,32.56415912,1.084311166,GP,light,K201a,K2
K201a_3405,K201a,34,T1,32.92701723,0.48103359,GP,light,K201a,K2
K201b_2703,K201b,27,T1,26.41847657,0.921891137,GP,light,K201b,K2
K201b_2805,K201b,28,T1,27.37569924,0.901125638,GP,light,K201b,K2
K201b_2906,K201b,29,T1,28.17806804,0.821747015,GP,light,K201b,K2
K201b_3002,K201b,30,T1,29.38777591,1.10422596,GP,light,K201b,K2
K201b_3104,K201b,31,T1,30.18058176,1.239327476,GP,light,K201b,K2
K201b_3205,K201b,32,T1,31.1978655,1.00739541,GP,light,K201b,K2
K201b_3301,K201b,33,T1,32.5590045,1.202593091,GP,light,K201b,K2
K201b_3402,K201b,34,T1,33.2056714,0.740444309,GP,light,K201b,K2
K201c_2701,K201c,27,T1,26.43534989,0.990289955,GP,light,K201c,K2
K201c_2803,K201c,28,T1,27.30795299,1.053404045,GP,light,K201c,K2
K201c_2904,K201c,29,T1,28.6130899,1.219934754,GP,light,K201c,K2
K201c_3006,K201c,30,T1,29.52390021,0.578296021,GP,light,K201c,K2
K201c_3102,K201c,31,T1,30.55022914,1.374653292,GP,light,K201c,K2
K201c_3203,K201c,32,T1,31.4359618,1.290896787,GP,light,K201c,K2
K201c_3305,K201c,33,T1,32.36407526,0.841044261,GP,light,K201c,K2
K201c_3406,K201c,34,T1,33.21438022,0.353988793,GP,light,K201c,K2
K201d_2704,K201d,27,T1,26.45878894,0.841320414,GP,light,K201d,K2
K201d_2805,K201d,28,T1,27.25797298,0.996991159,GP,light,K201d,K2
K201d_2901,K201d,29,T1,28.37720234,1.322394486,GP,light,K201d,K2
K201d_3002,K201d,30,T1,29.57047449,1.034962991,GP,light,K201d,K2
K201d_3104,K201d,31,T1,29.96914889,1.325326144,GP,light,K201d,K2
K201d_3206,K201d,32,T1,31.3169683,0.836736346,GP,light,K201d,K2
K201d_3301,K201d,33,T1,32.53086145,1.294753811,GP,light,K201d,K2
K201d_3403,K201d,34,T1,33.27699033,0.674844206,GP,light,K201d,K2
K202a_2706,K202a,27,T2,26.46119376,0.921630488,GP,light,K202a,K2
K202a_2801,K202a,28,T2,27.14709405,1.111393511,GP,light,K202a,K2
K202a_2903,K202a,29,T2,28.34466775,1.234973843,GP,light,K202a,K2
K202a_3004,K202a,30,T2,29.42415932,0.821359036,GP,light,K202a,K2
K202a_3106,K202a,31,T2,29.99159624,1.110871355,GP,light,K202a,K2
K202a_3202,K202a,32,T2,31.43756074,1.439797006,GP,light,K202a,K2
K202a_3303,K202a,33,T2,32.32356975,1.230809898,GP,light,K202a,K2
K202a_3405,K202a,34,T2,32.98427253,0.540276944,GP,light,K202a,K2
K202b_2704,K202b,27,T2,26.45492399,0.847309106,GP,light,K202b,K2
K202b_2806,K202b,28,T2,27.2788037,0.825225135,GP,light,K202b,K2
K202b_2901,K202b,29,T2,28.40073564,1.096502114,GP,light,K202b,K2
K202b_3003,K202b,30,T2,29.32848164,0.916649681,GP,light,K202b,K2
K202b_3105,K202b,31,T2,30.02431189,0.986005254,GP,light,K202b,K2
K202b_3206,K202b,32,T2,31.28507227,0.547390645,GP,light,K202b,K2
K202b_3302,K202b,33,T2,32.58998733,0.80222701,GP,light,K202b,K2
K202b_3403,K202b,34,T2,33.17739486,0.276196233,GP,light,K202b,K2
K202c_2703,K202c,27,T2,26.4303142,0.913697042,GP,light,K202c,K2
K202c_2804,K202c,28,T2,27.10976568,0.943417673,GP,light,K202c,K2
K202c_2906,K202c,29,T2,28.22361693,0.880958535,GP,light,K202c,K2
K202c_3001,K202c,30,T2,29.06065201,1.013793783,GP,light,K202c,K2
K202c_3103,K202c,31,T2,30.63144834,1.323013748,GP,light,K202c,K2
K202c_3205,K202c,32,T2,31.29324462,0.968820755,GP,light,K202c,K2
K202c_3306,K202c,33,T2,32.61182381,0.765673108,GP,light,K202c,K2
K202c_3402,K202c,34,T2,33.19777745,0.539952512,GP,light,K202c,K2
K202d_2705,K202d,27,T2,26.34020429,0.999709505,GP,light,K202d,K2
K202d_2806,K202d,28,T2,27.3998401,0.950494687,GP,light,K202d,K2
K202d_2902,K202d,29,T2,28.58641019,1.157177193,GP,light,K202d,K2
K202d_3003,K202d,30,T2,29.27583497,1.067512628,GP,light,K202d,K2
K202d_3105,K202d,31,T2,29.84755104,1.167914937,GP,light,K202d,K2
K202d_3201,K202d,32,T2,31.46096247,1.375382612,GP,light,K202d,K2
K202d_3302,K202d,33,T2,32.54433803,0.906876288,GP,light,K202d,K2
K202d_3404,K202d,34,T2,33.10987077,0.363401364,GP,light,K202d,K2
K203a_2702,K203a,27,T3,26.43676416,0.848773282,GP,light,K203a,K2
K203a_2803,K203a,28,T3,27.1939769,0.912810266,GP,light,K203a,K2
K203a_2905,K203a,29,T3,28.31667203,1.126552322,GP,light,K203a,K2
K203a_3006,K203a,30,T3,29.37363933,0.560633246,GP,light,K203a,K2
K203a_3102,K203a,31,T3,30.42629868,1.395100241,GP,light,K203a,K2
K203a_3204,K203a,32,T3,31.38979109,1.093713484,GP,light,K203a,K2
K203a_3305,K203a,33,T3,32.42661286,0.677116241,GP,light,K203a,K2
K203a_3401,K203a,34,T3,33.1084862,0.374416683,GP,light,K203a,K2
K203b_2701,K203b,27,T3,26.27048185,1.040925516,GP,light,K203b,K2
K203b_2802,K203b,28,T3,26.92302322,1.205428699,GP,light,K203b,K2
K203b_2904,K203b,29,T3,28.62893614,1.141701949,GP,light,K203b,K2
K203b_3005,K203b,30,T3,29.24767763,0.681755675,GP,light,K203b,K2
K203b_3101,K203b,31,T3,30.5093146,1.507139727,GP,light,K203b,K2
K203b_3203,K203b,32,T3,31.31001639,1.429837844,GP,light,K203b,K2
K203b_3304,K203b,33,T3,32.36561462,0.833777761,GP,light,K203b,K2
K203b_3406,K203b,34,T3,33.04200767,0.296372197,GP,light,K203b,K2
K203c_2703,K203c,27,T3,26.27916124,0.871056703,GP,light,K203c,K2
K203c_2805,K203c,28,T3,27.28471706,0.896251723,GP,light,K203c,K2
K203c_2906,K203c,29,T3,28.23745869,0.789402208,GP,light,K203c,K2
K203c_3002,K203c,30,T3,29.46108923,1.058992335,GP,light,K203c,K2
K203c_3104,K203c,31,T3,30.06503908,1.2148614,GP,light,K203c,K2
K203c_3205,K203c,32,T3,31.21356399,0.849305277,GP,light,K203c,K2
K203c_3301,K203c,33,T3,32.49912536,0.990618767,GP,light,K203c,K2
K203c_3402,K203c,34,T3,33.11515152,0.388643626,GP,light,K203c,K2
K203d_2704,K203d,27,T3,26.49429016,0.794656253,GP,light,K203d,K2
K203d_2805,K203d,28,T3,27.28950498,0.842011371,GP,light,K203d,K2
K203d_2901,K203d,29,T3,28.39194861,1.185701699,GP,light,K203d,K2
K203d_3002,K203d,30,T3,29.41619267,0.952941841,GP,light,K203d,K2
K203d_3104,K203d,31,T3,30.18822623,1.115218271,GP,light,K203d,K2
K203d_3206,K203d,32,T3,31.29577238,0.563398755,GP,light,K203d,K2
K203d_3301,K203d,33,T3,32.37924261,1.019626605,GP,light,K203d,K2
K203d_3403,K203d,34,T3,33.1130971,0.332547749,GP,light,K203d,K2
K20Ca_2704,K20Ca,27,C,26.36481988,0.988428379,GP,light,K20Ca,K2
K20Ca_2806,K20Ca,28,C,27.30945628,0.881666215,GP,light,K20Ca,K2
K20Ca_2901,K20Ca,29,C,28.40125521,1.348840867,GP,light,K20Ca,K2
K20Ca_3003,K20Ca,30,C,29.24296276,1.099078567,GP,light,K20Ca,K2
K20Ca_3105,K20Ca,31,C,30.00014011,1.360162904,GP,light,K20Ca,K2
K20Ca_3206,K20Ca,32,C,31.27275612,0.842676413,GP,light,K20Ca,K2
K20Ca_3302,K20Ca,33,C,32.58491569,1.090149341,GP,light,K20Ca,K2
K20Ca_3403,K20Ca,34,C,33.14568157,0.497491316,GP,light,K20Ca,K2
K20Cb_2703,K20Cb,27,C,26.21174644,0.856144718,GP,light,K20Cb,K2
K20Cb_2804,K20Cb,28,C,27.13471087,0.766966407,GP,light,K20Cb,K2
K20Cb_2906,K20Cb,29,C,28.27598873,0.681236128,GP,light,K20Cb,K2
K20Cb_3001,K20Cb,30,C,29.17342892,0.863843654,GP,light,K20Cb,K2
K20Cb_3103,K20Cb,31,C,30.17381116,0.954013171,GP,light,K20Cb,K2
K20Cb_3205,K20Cb,32,C,31.28072116,0.691712314,GP,light,K20Cb,K2
K20Cb_3306,K20Cb,33,C,32.5322023,0.362468633,GP,light,K20Cb,K2
K20Cb_3402,K20Cb,34,C,32.95014258,0.2456555,GP,light,K20Cb,K2
K20Cc_2702,K20Cc,27,C,26.48239245,0.992488151,GP,light,K20Cc,K2
K20Cc_2803,K20Cc,28,C,27.18490347,1.065900194,GP,light,K20Cc,K2
K20Cc_2905,K20Cc,29,C,28.40299263,1.159659917,GP,light,K20Cc,K2
K20Cc_3006,K20Cc,30,C,29.49292508,0.640704055,GP,light,K20Cc,K2
K20Cc_3102,K20Cc,31,C,30.458859,1.394996936,GP,light,K20Cc,K2
K20Cc_3205,K20Cc,32,C,31.30785126,1.194097863,GP,light,K20Cc,K2
K20Cc_3305,K20Cc,33,C,32.46430401,0.874587845,GP,light,K20Cc,K2
K20Cc_3401,K20Cc,34,C,33.07677828,0.580499876,GP,light,K20Cc,K2
K20Cd_2703,K20Cd,27,C,26.33540661,0.905391415,GP,light,K20Cd,K2
K20Cd_2805,K20Cd,28,C,27.29533164,0.973705488,GP,light,K20Cd,K2
K20Cd_2906,K20Cd,29,C,28.15526867,0.876332163,GP,light,K20Cd,K2
K20Cd_3002,K20Cd,30,C,29.36772391,1.15311471,GP,light,K20Cd,K2
K20Cd_3104,K20Cd,31,C,30.12240875,1.231183029,GP,light,K20Cd,K2
K20Cd_3205,K20Cd,32,C,31.32679298,0.893882453,GP,light,K20Cd,K2
K20Cd_3301,K20Cd,33,C,32.49211228,0.999297455,GP,light,K20Cd,K2
K20Cd_3402,K20Cd,34,C,33.09428512,0.382144976,GP,light,K20Cd,K2
M501a_2706,M501a,27,T1,26.3420711,0.728163435,GP,light,M501a,M5
M501a_2802,M501a,28,T1,27.14612023,0.944826161,GP,light,M501a,M5
M501a_2903,M501a,29,T1,28.36928644,1.06985409,GP,light,M501a,M5
M501a_3005,M501a,30,T1,29.26746216,0.553238612,GP,light,M501a,M5
M501a_3101,M501a,31,T1,30.47447403,1.288523615,GP,light,M501a,M5
M501a_3202,M501a,32,T1,31.3796444,1.196336774,GP,light,M501a,M5
M501a_3304,M501a,33,T1,32.41601549,0.876401886,GP,light,M501a,M5
M501a_3405,M501a,34,T1,33.20993692,0.365716263,GP,light,M501a,M5
M501b_2702,M501b,27,T1,26.27576976,0.839131294,GP,light,M501b,M5
M501b_2803,M501b,28,T1,27.1743643,0.940817767,GP,light,M501b,M5
M501b_2905,M501b,29,T1,28.36482419,1.088353144,GP,light,M501b,M5
M501b_3006,M501b,30,T1,29.47159723,0.509135658,GP,light,M501b,M5
M501b_3102,M501b,31,T1,30.46139932,1.280291641,GP,light,M501b,M5
M501b_3204,M501b,32,T1,31.26030882,1.2073686,GP,light,M501b,M5
M501b_3305,M501b,33,T1,32.46640824,0.835149766,GP,light,M501b,M5
M501b_3401,M501b,34,T1,33.00032411,0.506071694,GP,light,M501b,M5
M501c_2702,M501c,27,T1,26.51393848,0.944681912,GP,light,M501c,M5
M501c_2804,M501c,28,T1,27.15607018,1.081058398,GP,light,M501c,M5
M501c_2905,M501c,29,T1,28.33416498,1.224717212,GP,light,M501c,M5
M501c_3001,M501c,30,T1,29.11951798,1.162693034,GP,light,M501c,M5
M501c_3103,M501c,31,T1,30.50979066,1.190959879,GP,light,M501c,M5
M501c_3204,M501c,32,T1,31.28356967,1.100898767,GP,light,M501c,M5
M501c_3306,M501c,33,T1,32.39778831,0.584858023,GP,light,M501c,M5
M501c_3401,M501c,34,T1,33.0247433,0.567929755,GP,light,M501c,M5
M501d_2703,M501d,27,T1,26.45092746,0.901254631,GP,light,M501d,M5
M501d_2804,M501d,28,T1,27.07960971,1.063587203,GP,light,M501d,M5
M501d_2906,M501d,29,T1,28.09930041,0.868042936,GP,light,M501d,M5
M501d_3001,M501d,30,T1,29.13728609,1.209299738,GP,light,M501d,M5
M501d_3103,M501d,31,T1,30.53668272,1.372544549,GP,light,M501d,M5
M501d_3205,M501d,32,T1,31.1771532,0.935151865,GP,light,M501d,M5
M501d_3306,M501d,33,T1,32.61087964,0.549913168,GP,light,M501d,M5
M501d_3402,M501d,34,T1,32.94509829,0.554198775,GP,light,M501d,M5
M502a_2704,M502a,27,T2,26.34128424,0.842773103,GP,light,M502a,M5
M502a_2805,M502a,28,T2,27.33737852,0.874668515,GP,light,M502a,M5
M502a_2901,M502a,29,T2,28.29159709,1.237749749,GP,light,M502a,M5
M502a_3002,M502a,30,T2,29.37669617,1.002048943,GP,light,M502a,M5
M502a_3104,M502a,31,T2,29.89295471,1.259712616,GP,light,M502a,M5
M502a_3206,M502a,32,T2,31.37027209,0.52760767,GP,light,M502a,M5
M502a_3301,M502a,33,T2,32.4228129,0.893646866,GP,light,M502a,M5
M502a_3403,M502a,34,T2,33.24195602,0.282947422,GP,light,M502a,M5
M502b_2702,M502b,27,T2,26.36680936,0.888637243,GP,light,M502b,M5
M502b_2803,M502b,28,T2,27.10755483,0.968368987,GP,light,M502b,M5
M502b_2905,M502b,29,T2,28.33359101,1.052219479,GP,light,M502b,M5
M502b_3006,M502b,30,T2,29.53410354,0.448842401,GP,light,M502b,M5
M502b_3102,M502b,31,T2,30.22556431,1.200896994,GP,light,M502b,M5
M502b_3204,M502b,32,T2,31.23451846,0.979991643,GP,light,M502b,M5
M502b_3305,M502b,33,T2,32.38730323,0.657870058,GP,light,M502b,M5
M502b_3401,M502b,34,T2,33.03428728,0.345137175,GP,light,M502b,M5
M502c_2701,M502c,27,T2,26.45390876,0.739411416,GP,light,M502c,M5
M502c_2802,M502c,28,T2,26.95631324,0.805906186,GP,light,M502c,M5
M502c_2904,M502c,29,T2,28.58688328,0.906532191,GP,light,M502c,M5
M502c_3005,M502c,30,T2,29.23617672,0.483276239,GP,light,M502c,M5
M502c_3101,M502c,31,T2,30.36687404,1.050484486,GP,light,M502c,M5
M502c_3203,M502c,32,T2,31.26550871,1.000322637,GP,light,M502c,M5
M502c_3304,M502c,33,T2,32.4080494,0.577633383,GP,light,M502c,M5
M502c_3406,M502c,34,T2,33.15373923,0.205865564,GP,light,M502c,M5
M502d_2702,M502d,27,T2,26.21446392,0.858580906,GP,light,M502d,M5
M502d_2804,M502d,28,T2,27.17158092,0.89956845,GP,light,M502d,M5
M502d_2905,M502d,29,T2,28.41419884,0.906230857,GP,light,M502d,M5
M502d_3001,M502d,30,T2,29.04320002,1.067044021,GP,light,M502d,M5
M502d_3103,M502d,31,T2,30.22069823,1.211282714,GP,light,M502d,M5
M502d_3204,M502d,32,T2,31.18202811,1.026972485,GP,light,M502d,M5
M502d_3306,M502d,33,T2,32.57268405,0.440391908,GP,light,M502d,M5
M502d_3401,M502d,34,T2,33.07559217,0.322038429,GP,light,M502d,M5
M503a_2701,M503a,27,T3,26.34082557,0.842087478,GP,light,M503a,M5
M503a_2803,M503a,28,T3,27.14071458,0.912032277,GP,light,M503a,M5
M503a_2904,M503a,29,T3,28.6271168,0.972705536,GP,light,M503a,M5
M503a_3006,M503a,30,T3,29.37344768,0.310695936,GP,light,M503a,M5
M503a_3102,M503a,31,T3,30.26616997,1.173819399,GP,light,M503a,M5
M503a_3203,M503a,32,T3,31.39769327,1.055279098,GP,light,M503a,M5
M503a_3305,M503a,33,T3,32.35723031,0.682315081,GP,light,M503a,M5
M503a_3406,M503a,34,T3,33.10527515,0.195318384,GP,light,M503a,M5
M503b_2703,M503b,27,T3,26.33363676,0.814153724,GP,light,M503b,M5
M503b_2804,M503b,28,T3,27.1393223,0.890181875,GP,light,M503b,M5
M503b_2906,M503b,29,T3,28.21418748,0.708752165,GP,light,M503b,M5
