"","individual.ID","temp.Cat","treatment","Temp.C","umol.cm2.hr","rate.type","light_dark","fragment.ID","genotype"
"544","M601b","34","T1","33.0466686850697","-0.452715343585307","R","dark","M601b","M6"
"546","M601c","27","T1","26.3158866071802","-0.37713789419812","R","dark","M601c","M6"
"548","M601c","28","T1","27.2447361580744","-0.457697501367779","R","dark","M601c","M6"
"550","M601c","29","T1","28.1478494013736","-0.493781856095574","R","dark","M601c","M6"
"552","M601c","30","T1","29.3641813103522","-0.559251353909386","R","dark","M601c","M6"
"554","M601c","31","T1","30.0610925720413","-0.563515309502007","R","dark","M601c","M6"
"556","M601c","32","T1","31.2417137396975","-0.561626014982132","R","dark","M601c","M6"
"558","M601c","33","T1","32.5023794577308","-0.408554424348252","R","dark","M601c","M6"
"560","M601c","34","T1","33.13450154812","-0.223052380412842","R","dark","M601c","M6"
"562","M601d","27","T1","26.3228962775413","-0.355300849491446","R","dark","M601d","M6"
"564","M601d","28","T1","27.1595572705292","-0.403593980172407","R","dark","M601d","M6"
"566","M601d","29","T1","28.408263786646","-0.405437754380185","R","dark","M601d","M6"
"568","M601d","30","T1","29.3247597235497","-0.467144247214364","R","dark","M601d","M6"
"570","M601d","31","T1","30.0054839454282","-0.465824088261634","R","dark","M601d","M6"
"572","M601d","32","T1","31.3482788853965","-0.447238309225948","R","dark","M601d","M6"
"574","M601d","33","T1","32.4410991055058","-0.314836574494683","R","dark","M601d","M6"
"576","M601d","34","T1","33.1504738898839","-0.251238787772566","R","dark","M601d","M6"
"578","M602a","27","T2","26.4027452675652","-0.461592657587031","R","dark","M602a","M6"
"580","M602a","28","T2","27.1031222966847","-0.45736837182981","R","dark","M602a","M6"
"582","M602a","29","T2","28.479526172917","-0.441785343338204","R","dark","M602a","M6"
"584","M602a","30","T2","29.4487470453139","-0.40474133432508","R","dark","M602a","M6"
"586","M602a","31","T2","30.3862352612965","-0.449963693836285","R","dark","M602a","M6"
"588","M602a","32","T2","31.3374701941157","-0.377216672833469","R","dark","M602a","M6"
"590","M602a","33","T2","32.3442191581077","-0.349992586435311","R","dark","M602a","M6"
"592","M602a","34","T2","33.20591175381","-0.317196164552165","R","dark","M602a","M6"
"594","M602b","27","T2","26.3352096645678","-0.3595398685553","R","dark","M602b","M6"
"596","M602b","28","T2","27.1613365586137","-0.383536764156355","R","dark","M602b","M6"
"598","M602b","29","T2","28.3177138423023","-0.398695812167035","R","dark","M602b","M6"
"600","M602b","30","T2","29.2244729131822","-0.340438330812236","R","dark","M602b","M6"
"602","M602b","31","T2","30.4234349169455","-0.475173083927166","R","dark","M602b","M6"
"604","M602b","32","T2","31.339087275839","-0.444469829855268","R","dark","M602b","M6"
"606","M602b","33","T2","32.3412355383216","-0.363062916477211","R","dark","M602b","M6"
"608","M602b","34","T2","33.0880510923155","-0.322187585790919","R","dark","M602b","M6"
"610","M602c","27","T2","26.3097436674857","-0.399207876343948","R","dark","M602c","M6"
"612","M602c","28","T2","27.133963905836","-0.496870145457442","R","dark","M602c","M6"
"614","M602c","29","T2","28.4890890769365","-0.536706055332698","R","dark","M602c","M6"
"616","M602c","30","T2","29.2843533345317","-0.496401957556341","R","dark","M602c","M6"
"618","M602c","31","T2","30.0694228293409","-0.517309166546697","R","dark","M602c","M6"
"620","M602c","32","T2","31.2451491128016","-0.501683457368975","R","dark","M602c","M6"
"622","M602c","33","T2","32.3295393597204","-0.382088415747233","R","dark","M602c","M6"
"624","M602c","34","T2","33.1079897534661","-0.422913952134507","R","dark","M602c","M6"
"626","M602d","27","T2","26.4062715555929","-0.419678158706462","R","dark","M602d","M6"
"628","M602d","28","T2","27.2931838854901","-0.374415961676007","R","dark","M602d","M6"
"630","M602d","29","T2","28.2043792598123","-0.436978665136914","R","dark","M602d","M6"
"632","M602d","30","T2","29.3522443666662","-0.460820004537963","R","dark","M602d","M6"
"634","M602d","31","T2","30.0198849652513","-0.468484404109795","R","dark","M602d","M6"
"636","M602d","32","T2","31.4459443629599","-0.473329398638313","R","dark","M602d","M6"
"638","M602d","33","T2","32.4561417897226","-0.483477005542352","R","dark","M602d","M6"
"640","M602d","34","T2","33.1730159769169","-0.352023130765496","R","dark","M602d","M6"
"642","M603a","27","T3","26.4344961509287","-0.377079522057676","R","dark","M603a","M6"
"644","M603a","28","T3","27.1413535805815","-0.473666865927627","R","dark","M603a","M6"
"646","M603a","29","T3","28.2239719850446","-0.397511841432907","R","dark","M603a","M6"
"648","M603a","30","T3","29.2897391285805","-0.542728051765225","R","dark","M603a","M6"
"650","M603a","31","T3","30.1775025391674","-0.48442964287832","R","dark","M603a","M6"
"652","M603a","32","T3","31.338950653054","-0.393894698306741","R","dark","M603a","M6"
"654","M603a","33","T3","32.4386155072431","-0.311705810371454","R","dark","M603a","M6"
"656","M603a","34","T3","33.2245293661489","-0.270101828342649","R","dark","M603a","M6"
"658","M603b","27","T3","26.3184309969196","-0.350405864205831","R","dark","M603b","M6"
"660","M603b","28","T3","27.0366922886001","-0.441567321813084","R","dark","M603b","M6"
"662","M603b","29","T3","28.3369589392582","-0.390586694435475","R","dark","M603b","M6"
"664","M603b","30","T3","29.200794718375","-0.461929554618993","R","dark","M603b","M6"
"666","M603b","31","T3","29.9902056863665","-0.494266025948239","R","dark","M603b","M6"
"668","M603b","32","T3","31.3391973085661","-0.431126949826303","R","dark","M603b","M6"
"670","M603b","33","T3","32.4992084229804","-0.346515992904098","R","dark","M603b","M6"
"672","M603b","34","T3","33.1146415361507","-0.26694814315679","R","dark","M603b","M6"
"674","M603c","27","T3","26.2715460487549","-0.402380905899058","R","dark","M603c","M6"
"676","M603c","28","T3","27.1887395991132","-0.465909734362645","R","dark","M603c","M6"
"678","M603c","29","T3","28.3205019261262","-0.423851494499063","R","dark","M603c","M6"
"680","M603c","30","T3","29.1987106164409","-0.45389825204039","R","dark","M603c","M6"
"682","M603c","31","T3","30.4091679226108","-0.460171078619726","R","dark","M603c","M6"
"684","M603c","32","T3","31.3812671102021","-0.390144396563334","R","dark","M603c","M6"
"686","M603c","33","T3","32.4635869946012","-0.352124213063839","R","dark","M603c","M6"
"688","M603c","34","T3","33.140459652144","-0.338044144879601","R","dark","M603c","M6"
"690","M603d","27","T3","26.2778520028013","-0.479355144621551","R","dark","M603d","M6"
"692","M603d","28","T3","27.1468138315732","-0.465540104304593","R","dark","M603d","M6"
"694","M603d","29","T3","28.2257641857747","-0.474170377978884","R","dark","M603d","M6"
"696","M603d","30","T3","28.9581046168377","-0.565591522457876","R","dark","M603d","M6"
"698","M603d","31","T3","30.3720276199934","-0.499948949105423","R","dark","M603d","M6"
"700","M603d","32","T3","31.2977781764918","-0.53708618161231","R","dark","M603d","M6"
"702","M603d","33","T3","32.4357263270375","-0.357573598609289","R","dark","M603d","M6"
"704","M603d","34","T3","33.0115809913329","-0.376419567718879","R","dark","M603d","M6"
"706","M60Ca","27","C","26.2713667922664","-0.388577669487415","R","dark","M60Ca","M6"
"708","M60Ca","28","C","27.1213390791005","-0.437369255821765","R","dark","M60Ca","M6"
"710","M60Ca","29","C","28.3513776292272","-0.384746900237599","R","dark","M60Ca","M6"
"712","M60Ca","30","C","29.2017129132792","-0.406330831326272","R","dark","M60Ca","M6"
"714","M60Ca","31","C","30.3690923589057","-0.45314194276322","R","dark","M60Ca","M6"
"716","M60Ca","32","C","31.3827706387319","-0.455845954413146","R","dark","M60Ca","M6"
"718","M60Ca","33","C","32.3992433231044","-0.376847372886173","R","dark","M60Ca","M6"
"720","M60Ca","34","C","33.1819877174411","-0.305048560379028","R","dark","M60Ca","M6"
"722","M60Cb","27","C","26.2630959329542","-0.387118535593434","R","dark","M60Cb","M6"
"724","M60Cb","28","C","27.3468832936605","-0.399422772128978","R","dark","M60Cb","M6"
"726","M60Cb","29","C","28.2464795521977","-0.463030498402946","R","dark","M60Cb","M6"
"728","M60Cb","30","C","29.3732331416629","-0.378291958831701","R","dark","M60Cb","M6"
"730","M60Cb","31","C","30.042318748891","-0.397253247122122","R","dark","M60Cb","M6"
"732","M60Cb","32","C","31.3598337540652","-0.461161438451963","R","dark","M60Cb","M6"
"734","M60Cb","33","C","32.4528784490767","-0.461034193809836","R","dark","M60Cb","M6"
"736","M60Cb","34","C","33.1809106879817","-0.203581681164799","R","dark","M60Cb","M6"
"738","M60Cc","27","C","26.3484452209027","-0.400662357833465","R","dark","M60Cc","M6"
"740","M60Cc","28","C","27.104801729111","-0.414206307964209","R","dark","M60Cc","M6"
"742","M60Cc","29","C","28.5594107698613","-0.353910612305296","R","dark","M60Cc","M6"
"744","M60Cc","30","C","29.2735554218356","-0.386913576819124","R","dark","M60Cc","M6"
"746","M60Cc","31","C","29.9743057851179","-0.49077280797568","R","dark","M60Cc","M6"
"748","M60Cc","32","C","31.4672332614104","-0.419014116872327","R","dark","M60Cc","M6"
"750","M60Cc","33","C","32.4550840471931","-0.389425988952363","R","dark","M60Cc","M6"
"752","M60Cc","34","C","33.0613233579886","-0.336172308100818","R","dark","M60Cc","M6"
"754","M60Cd","27","C","26.3710437092695","-0.344021341798991","R","dark","M60Cd","M6"
"756","M60Cd","28","C","27.1427205081405","-0.443247579132437","R","dark","M60Cd","M6"
"758","M60Cd","29","C","28.4626858535309","-0.41665431415956","R","dark","M60Cd","M6"
"760","M60Cd","30","C","29.2263275438155","-0.42431213123717","R","dark","M60Cd","M6"
"762","M60Cd","31","C","30.0897549263601","-0.4276787092192","R","dark","M60Cd","M6"
"764","M60Cd","32","C","31.2462774007144","-0.523565839052411","R","dark","M60Cd","M6"
"766","M60Cd","33","C","32.3951598901137","-0.374076920572459","R","dark","M60Cd","M6"
"768","M60Cd","34","C","33.2407557542592","-0.32699223006296","R","dark","M60Cd","M6"
"by",NA,"individual.ID",NA,"individual.ID","individual.ID",NA,NA,NA,NA
